Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name,Year
2015-08-20,Online Diagnostic Tests Marketplace,Undefined,New Delhi,Group of Angel Investors,Seed Funding Round,1.25,,2015
2015-08-20,Online marketplace for Photographers,Undefined,Hyderabad,Indian Angel Network,Seed Funding Round,4.8,,2015
2015-08-20,Visual Blogging platform,Undefined,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding Round,4.8,,2015
2015-08-21,Job Search Platform,Undefined,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding Round,4.0,,2015
2015-08-24,Food Customer analytics platform,Undefined,Ahmedabad,The 1947,Seed Funding Round,2.4,,2015
2015-08-24,Professional Service Appointment booking service,Undefined,Mumbai,Ajmera Group of Companies,Seed Funding Round,3.2,,2015
2015-08-25,On-Demand App based Professional service provider,Undefined,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,8.0,,2015
2015-08-25,Cross-channel CRM platform,Undefined,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,32.0,,2015
2015-08-26,On-Demand Beauty Service,Undefined,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding Round,3.2,,2015
2015-08-26,Online Food Community Platform,Undefined,Gurgaon,Undisclosed Investor,Seed Funding Round,4.0,,2015
2015-08-28,QSR Restaurant Chain,Undefined,Pune,Equentia Natural Resources,Seed Funding Round,1.28,,2015
2015-08-31,Language Localization Cloud platform,Undefined,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,32.0,,2015
2015-07-01,CRM / Analytics platform,Undefined,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding Round,8.0,,2015
2015-07-01,Hyperlocal Electronics repair Service,Undefined,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding Round,5.04,,2015
2015-07-01,IT infrastructure & Data Center services,Undefined,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,108.0,,2015
2015-07-02,Online Financial Services,Undefined,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,480.0,,2015
2015-07-02,Used Car Marketplace,Undefined,Bangalore,SAIF Partners,Private Equity,40.0,,2015
2015-07-03,Language Learning App,Undefined,Jaipur,Tiger Global,Private Equity,52.0,,2015
2015-07-06,Ethnic Beverages manufacturer,Undefined,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,240.0,,2015
2015-07-07,Budget Accommodation aggregator,Undefined,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,24.0,,2015
2015-07-07,Real Estate Rating & Analysis,Undefined,New Delhi,DMG information Asia Pacific,Private Equity,40.0,,2015
2015-07-08,Big Data Management Platform,Undefined,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,240.0,,2015
2015-07-08,Coupon Aggregator Platform,Undefined,Kanpur,Not Disclosed,Seed Funding Round,0.16,,2015
2015-07-08,Online Food-Tech Platform,Undefined,Mumbai,Mirah Hospitality,Seed Funding Round,3.76,,2015
2015-07-08,Celebrity Fashion Brand,Undefined,Bangalore,Accel Partners,Private Equity,60.0,,2015
2015-07-08,Healthcare Mobile App,Undefined,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,81.6,,2015
2015-07-14,Online comparison engine,Undefined,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,80.0,,2015
2015-07-14,Physical Storage warehouses,Undefined,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners",Seed Funding Round,2.4,,2015
2015-07-14,Tech Recruitment platform,Undefined,Bangalore,HR Technology fund,Private Equity,60.0,,2015
2015-07-14,Tech enabled logistics platform,Undefined,Mumbai,Tamarind Family Private Trust,Seed Funding Round,4.0,,2015
2015-07-17,F&B sector Mobile Payment platform,Undefined,Mumbai,Snow Leopard Technology Ventures,Private Equity,12.8,,2015
2015-07-17,Industrial Supplies B2B ecommerce,Undefined,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding Round,0.8,,2015
2015-07-21,Organic Food ecommerce,Undefined,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.0,,2015
2015-07-22,Fine Dining Restaurant Chain,Undefined,Mumbai,India Value Fund Advisors,Private Equity,240.0,,2015
2015-07-23,Online Grocers,Undefined,Ahmedabad,Jayant Bokadia,Seed Funding Round,2.56,,2015
2015-07-23,Travel information portal,Undefined,Bangalore,MakeMyTrip,Private Equity,120.0,,2015
2015-07-24,Real Estate Broker network App,Undefined,Gurgaon,Lightspeed India,Private Equity,8.0,,2015
2015-07-27,Spa & Salon Management Software,Undefined,Hyderabad,Accel Partners,Private Equity,48.0,,2015
2015-07-28,Online Marketplace,Undefined,Bangalore,Steadview Capital and existing investors,Private Equity,5600.0,,2015
2015-07-29,Hyperlocal Handyman Services,Undefined,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai",Private Equity,16.0,,2015
2015-07-29,Medical Tech Instruments,Undefined,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding Round,19.2,,2015
2015-07-29,Hyperlocal Deals Marketplace,Undefined,Bangalore,"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others",Private Equity,400.0,,2015
2015-07-29,Innovative Water Solutions,Undefined,Gurgaon,Abhishek Gupta,Private Equity,9.6,,2015
2015-07-30,Online Jewelry Store,Undefined,Mumbai,LionRock Capital,Private Equity,4.8,,2015
2015-07-30,Business intelligence & Analytics,Undefined,Mumbai,SIDBI Venture Capital Ltd,Private Equity,19.2,,2015
2015-07-30,Used Vehicle Marketplace,Undefined,New Delhi,"Lightbox Ventures, Beenos",Private Equity,128.0,,2015
2015-07-30,Chinese food delivery,Undefined,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding Round,1.34,,2015
2015-07-31,Hyperlocal Grocery App,Undefined,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.0,,2015
2015-07-31,Hasbro Toy Manufacturer,Undefined,Pune,Oliphabs Capital,Private Equity,16.0,,2015
2015-07-31,Travel Tech,Undefined,Gurgaon,MakeMyTrip,Private Equity,40.0,,2015
2015-06-01,Healthy Food Manufacturer,Undefined,New Delhi,"DSG Consumer Partners, Saama Capital",Private Equity,48.0,,2015
2015-06-01,Online Learning Platform,Undefined,New Delhi,InfoEdge,Private Equity,32.0,,2015
2015-06-01,Healthy Food Online Community,Undefined,New Delhi,Group of 15 Angel Investors,Seed Funding Round,2.8,,2015
2015-06-01,Online Fashion Video Portal,Undefined,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.0,,2015
2015-06-01,Probiotic Technology Products Manufacturer,Undefined,Chennai,Infuse Ventures,Private Equity,4.4,,2015
2015-06-01,Architectural Design & Consulting,Undefined,Hyderabad,Srinivas Tirupati,Seed Funding Round,4.0,,2015
2015-06-02,Big Data Management Platform,Undefined,Pune / US,Carrick Capital Partners,Private Equity,280.0,,2015
2015-06-02,Preventive Healthcare Services,Undefined,Pune,Mumbai Angels & Other angel investors,Seed Funding Round,2.8,,2015
2015-06-03,Real Estate Intelligence Platform,Undefined,Mumbai,DMG Information,Private Equity,24.0,,2015
2015-06-03,Data Center Software platform,Undefined,Pune / US,Nexus Venture Partners,Private Equity,120.0,,2015
2015-06-03,Online City & Lifestyle Guide,Undefined,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding Round,1.2,,2015
2015-06-03,Bespoke Merchandize Marketplace,Undefined,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding Round,2.0,,2015
2015-06-04,Hyperlocal Shopping App,Undefined,Mumbai,"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors",Private Equity,160.0,,2015
2015-06-05,Renewable energy solutions,Undefined,Mumbai,Undefined,Seed Funding Round,4.0,,2015
2015-06-08,Off-grid Solar Power,Undefined,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,320.0,,2015
2015-06-09,Mobile Commerce Platform,Undefined,Gurgaon,Group of Angel Investors,Seed Funding Round,1.87,,2015
2015-06-09,Digital Marketing Services,Undefined,Bangalore,KCL,Seed Funding Round,1.12,,2015
2015-06-11,Mobile Compression Software,Undefined,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran",Seed Funding Round,2.8,,2015
2015-06-12,Global Healthcare products,Undefined,Ahmedabad,Sequoia Capital,Private Equity,128.0,,2015
2015-06-15,Intra-City Logistics service,Undefined,Bangalore,i2india Pvt Ltd,Seed Funding Round,4.0,,2015
2015-06-16,Online Coupon & comparison platform,Undefined,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding Round,4.0,,2015
2015-06-17,Dental Clinic chain,Undefined,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,65.6,,2015
2015-06-18,IT / Customer Engagement Consulting,Undefined,Mumbai,ASK Pravi,Private Equity,40.0,,2015
2015-06-19,Financial Services Platform,Undefined,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Equity,88.0,,2015
2015-06-20,Social Network for Artists,Undefined,Bangalore,Group of Angel Investors from US/India,Seed Funding Round,0.96,,2015
2015-06-22,Data Driven recruitment recommendation,Undefined,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Equity,40.0,,2015
2015-06-22,Video Advertisement Platform,Undefined,Bangalore,AngelPrime,Seed Funding Round,4.0,,2015
2015-06-23,Mobile Chat based concierge service,Undefined,New Delhi,Sequoia Capital,Private Equity,12.8,,2015
2015-06-23,Online education marketplace,Undefined,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni",Private Equity,8.0,,2015
2015-06-24,SaaS product intelligence platform,Undefined,Banglore,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures",Private Equity,120.0,,2015
2015-06-24,Logistics Tech,Undefined,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon",Private Equity,44.0,,2015
2015-06-24,App Analytics platform,Undefined,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",Seed Funding Round,4.0,,2015
2015-06-25,Micro Finance Platform,Undefined,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit",Private Equity,68.8,,2015
2015-06-25,Freight logistics platform,Undefined,Bangalore,"Accel Partners, Flipkart",Private Equity,48.0,,2015
2015-06-26,Hyperlocal Handyman Services,Undefined,Mumbai,Undisclosed investors,Seed Funding Round,2.0,,2015
2015-06-29,Marketing / Advertising Automation platform,Undefined,Bangalore,Mape Advisory,Seed Funding Round,8.0,,2015
2015-06-30,Flat rental Mobile App,Undefined,Bangalore,Commonfloor,Private Equity,20.0,,2015
2015-06-30,Wealth Management Platform,Undefined,Mumbai,Sameer Koticha,Private Equity,12.0,,2015
2015-05-01,Online Food Delivery,Undefined,Gurgaon,"Goldman Sachs, Rocket Internet",Private Equity,800.0,,2015
2015-05-01,Fund Raising Platform,Undefined,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri",Seed Funding Round,0.8,,2015
2015-05-04,Online Food Delivery,Undefined,Bangalore,SAIF Partners,Seed Funding Round,8.0,,2015
2015-05-05,Affordable Education,Undefined,Hyderabad,Acumen Fund,Seed Funding Round,5.2,,2015
2015-05-05,Career Development,Undefined,Hyderabad,Acumen Fund,Seed Funding Round,2.0,,2015
2015-05-05,Banking Analytics Platform,Undefined,Bangalore,"IDG Ventures, Sequoia Capital",Private Equity,120.0,,2015
2015-05-08,Online Product Comparison,Undefined,Bangalore,"S.Gopalakrishnan, Beenos",Seed Funding Round,8.0,,2015
2015-05-08,Online Security Platform,Undefined,Pune,Exfinity Ventures,Private Equity,16.0,,2015
2015-05-08,Online Medical Diagnostic,Undefined,New Delhi,Florida based Angel investor,Seed Funding Round,1.2,,2015
2015-05-12,Cloud Data Integration Platform,Undefined,Bangalore,"Helion Venture Partners, Orios Venture Partners",Private Equity,16.0,,2015
2015-05-12,Online Education Platform,Undefined,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding Round,16.0,,2015
2015-05-14,Lifestyle Ecommerce Portal,Undefined,Gurgaon,KJS Group,Private Equity,40.0,,2015
2015-05-14,Online Fashion Aggregator,Undefined,Mumbai,Undisclosed Investors,Seed Funding Round,2.0,,2015
2015-05-15,Online Job skills Showcase,Undefined,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding Round,2.16,,2015
2015-05-19,Business Messaging App,Undefined,New Delhi,Sequoia Capital,Private Equity,128.0,,2015
2015-05-19,Health Mobile App,Undefined,Bangalore,Subhash Goyal,Seed Funding Round,3.76,,2015
2015-05-19,Online Ed-Tech Platform,Undefined,Noida,Peesh Venture Capital,Seed Funding Round,8.0,,2015
2015-05-19,Hyperlocal Mobile Marketplace,Undefined,Gurgaon,"Accel Partners, Helion Venture Partners",Private Equity,44.0,,2015
2015-05-19,Trucking Logistic Operations,Undefined,Gurgaon,SAIF partners,Private Equity,80.0,,2015
2015-05-22,Customer Engagement Platform,Undefined,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding Round,5.0,,2015
2015-05-22,Online Table Reservation,Undefined,Bangalore,Sandiep Shrivatsava,Seed Funding Round,4.0,,2015
2015-05-25,Parents focused Web Content,Undefined,Bangalore,i2india Ventures,Seed Funding Round,4.0,,2015
2015-05-26,On-demand Service marketplace,Undefined,Bangalore,Nirvana Venture Advisors,Private Equity,16.0,,2015
2015-05-26,Online Home D\\xc3\\xa9cor,Undefined,Hyderabad,Astarc Ventures,Private Equity,8.0,,2015
2015-05-27,Affordable Hotel Booking Online,Undefined,New Delhi,"Accel Partners, Kalaari Capital",Private Equity,40.0,,2015
2015-05-27,Logistics Intelligence,Undefined,Goa,"Tim Chen, Sanjay Venkat",Seed Funding Round,1.44,,2015
2015-05-28,Last Mile Logistics,Undefined,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding Round,1.92,,2015
2015-04-04,Web Content Publishing,Undefined,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding Round,1.6,,2015
2015-04-04,Location Based App,Undefined,Dallas / Hyderabad,Undefined,Seed Funding Round,8.0,,2015
2015-04-06,Video Streaming,Undefined,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents",Seed Funding Round,0.96,,2015
2015-04-07,Price Comparison,Undefined,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding Round,1.32,,2015
2015-04-07,Travel Entertainment,Undefined,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding Round,17.6,,2015
2015-04-08,E-commerce,Undefined,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,80.0,,2015
2015-04-08,Cab Aggregator,Undefined,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,3200.0,,2015
2015-04-09,Digital / Mobile Wallet,Undefined,Kolkata,Hyderabad based investor,Seed Funding Round,1.32,,2015
2015-04-13,Online Grocer,Undefined,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,80.0,,2015
2015-04-13,Ed-Tech,Undefined,New Delhi,Ajay Relan,Seed Funding Round,2.4,,2015
2015-04-13,Online Hotel Booking,Undefined,Noida,Jungle Ventures,Seed Funding Round,8.0,,2015
2015-04-14,Hyper-local Online Services,Undefined,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,40.0,,2015
2015-04-17,Mobile App Development,Undefined,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,96.0,,2015
2015-04-20,Material Collection & Recycling,Undefined,Vadodara,Agnus Capital,Private Equity,32.0,,2015
2015-04-20,Online Pharmacy & Drug DB,Undefined,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,48.0,,2015
2015-04-20,Online Classifieds & Listings,Undefined,Chennai,GIC ventures,Private Equity,224.0,,2015
2015-04-22,Fashion E-Commerce,Undefined,Bangalore,Undisclosed Investor,Private Equity,28.0,,2015
2015-04-23,Ethnic Product eCommerce,Undefined,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,144.0,,2015
2015-04-23,Last Minute Travel Deals mobile marketplace,Undefined,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding Round,14.4,,2015
2015-04-27,Restaurant Management Platform,Undefined,Pune,S S Mukherji & Others,Seed Funding Round,2.8,,2015
2015-04-27,Interactive Educational Games,Undefined,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding Round,3.2,,2015
2015-04-28,Grey collar Job Board,Undefined,Bangalore,SEEK Ltd & affiliates,Private Equity,80.0,,2015
2015-04-28,Robotic Program learning,Undefined,Hyderabad,Cross Border Angels & others,Seed Funding Round,2.0,,2015
2015-04-28,Tele-Shopping / eCommerce,Undefined,Mumbai,Mitsui & Co & existing investors,Private Equity,172.0,,2015
2015-04-29,Used Gadgets Buy / Refurbishing,Undefined,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding Round,8.0,,2015
2015-04-29,Financial Markets Software,Undefined,Bangalore,Rainmatter,Seed Funding Round,3.2,,2015
2015-04-29,Hiring Analytics platform,Undefined,Chennai,The HR Fund,Seed Funding Round,4.0,,2015
2015-03-02,Undefined,Undefined,Banglore,"Helion Venture Partners, Kae Capital",Private Equity,44.0,,2015
2015-03-03,Undefined,Undefined,Banglore,"Maverick Capital, IDG Ventures India",Private Equity,120.0,,2015
2015-03-05,Undefined,Undefined,Banglore,SAIF Partners,Seed Funding Round,8.0,,2015
2015-03-05,Undefined,Undefined,Banglore,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,20.0,,2015
2015-03-06,Undefined,Undefined,Banglore,Rajan Anandan & other angel investors,Private Equity,9.6,,2015
2015-03-09,Undefined,Undefined,Banglore,Kalaari Capital,Private Equity,20.0,,2015
2015-03-09,Undefined,Undefined,Banglore,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding Round,4.0,,2015
2015-03-11,Undefined,Undefined,Banglore,Undisclosed Investors,Seed Funding Round,8.0,,2015
2015-03-11,Undefined,Undefined,Banglore,Tarun Arora,Seed Funding Round,1.2,,2015
2015-03-11,Undefined,Undefined,Banglore,Sequoia Capital,Private Equity,160.0,,2015
2015-03-12,Undefined,Undefined,Banglore,"Tiger Global, Sequoia Capital",Private Equity,120.0,,2015
